,id,locus,feature_type_name,notes
585,12204,Agropastoral Infrastructure(3 - Medium Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows distinctive linear patterns suggesting furrowed crop fields characteristic of agricultural practices. The presence of straight line formations may indicate pathways or boundaries. Overall, patterns are consistent with traditional farming landscapes."
586,18899,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows segmented terracing patterns across the landscape, likely used for agricultural cultivation. Some structures appear to have ceremonial elements, with defined geometric patterns indicating potential human modification for public or ceremonial use."
587,25853,Agropastoral Infrastructure(2 - Low Confidence) -- Segmented terracing(2 - Low Confidence),NULL -- NULL,"The image shows a clear pattern of segmented terracing with well-defined lines illustrating the contours of the terrain. The presence of some smaller structures suggests potential domestic architecture in the vicinity. Vegetation is sparse, likely due to the landscape management for agriculture or settlement. Overall, the terracing is extensive, indicating significant human modification for either agricultural or residential purposes."
588,3179,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows what appear to be circular and semi-circular structures, suggesting a complex of corrals. These formations seem to be intended for containing livestock. The arrangement of the structures aligns with typical corral setups."
589,27868,Agropastoral Infrastructure(5 - Very High Confidence) -- Segmented terracing(5 - Very High Confidence),NULL -- NULL,"The image predominantly shows a terrain with sloped and possibly terraced fields, indicative of agricultural activity. There are no distinct structures visible, but subtle contours suggest human modification for farming purposes. The absence of clear architectural features reduces confidence in feature classification."
590,4769,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows round structures likely indicative of animal enclosures, typical of corrals. No prominent residential or ceremonial architecture observed. Terrain appears slightly elevated, suggesting possible use for grazing or livestock management."
591,844,Unfortified settlement(5 - Very High Confidence) -- Settlement (general)(4 - High Confidence),Corral -- NULL,The image shows a terraced landscape with distinct segmented sections primarily visible in the top portion. There appear to be some small structures that might indicate domestic use. Vegetation patterns suggest possible agricultural activity on the terraced sections.
592,8032,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The central feature appears to be a small reservoir or pond, possibly used for water storage. Surrounding areas show minimal architectural structures, indicating sparse domestic presence. There are some irregular outlines that could suggest past human settlement or land use, but details are unclear."
593,27814,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a distinct enclosure that resembles a corral structure, with visible wall outlines. The configuration suggests a possible complex of corrals, indicating historical use for livestock management. The terrain appears flat with no significant elevation differences, supporting the likelihood of a corral and potentially related structures."
594,2700,Unfortified settlement(5 - Very High Confidence) -- Settlement (general)(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a landscape with distinct segmented terracing patterns, likely used for agricultural purposes. The terracing is well-defined with possible habitation structures scattered throughout, suggesting associated domestic architecture within the agricultural fields."
595,25641,Agropastoral Infrastructure(4 - High Confidence) -- Segmented terracing(3 - Medium Confidence),NULL -- NULL,"The image shows a pattern of linear features that resemble agricultural furrows, suggesting crop cultivation. There are also scattered lighter areas that might indicate domestic structures, though detail is not strong enough to confidently distinguish specific architecture."
596,27513,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image displays a defined circular structure likely used as a corral. The area is clearly marked by stone boundaries, typical of animal enclosures. Sparse vegetation suggests grazing activities."
597,16382,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a circular structure that resembles a corral. It is located on slightly sloping terrain with scattered vegetation. The wall outlines are faint but discernible, indicating a possible area for livestock management."
598,7005,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a central structure that likely serves as a farmhouse, surrounded by irregularly shaped agricultural fields. The presence of contour lines suggests terracing for cultivation. The arrangement suggests a small, possibly family-operated farm."
599,8204,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image depicts a circular structure that appears to be a corral, likely used for livestock. The structure is surrounded by natural features such as a winding path and a possible water channel, indicating a pastoral setting. Vegetation patterns suggest past grazing activity."
600,7081,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows circular structures that resemble corrals, possibly used for livestock containment. There is a visible boundary suggesting the presence of handles or walls, indicating a systematic layout typical of a corral complex. The minimal visibility of residential structures suggests the primary function of this site is related to animal management rather than habitation."
601,24563,Agropastoral Infrastructure(3 - Medium Confidence) -- Segmented terracing(2 - Low Confidence),NULL -- NULL,"The image depicts faint outlines that suggest potential earthen terracing, although specific details are unclear. The presence of linear features in the terrain could indicate possible boundaries or divisions typical of agricultural areas. Architecture is not easily discernible, but the general layout suggests human modification of the landscape, possibly for domestic purposes."
602,27447,Agropastoral Infrastructure(5 - Very High Confidence) -- Waru Waru(5 - Very High Confidence),NULL -- NULL,"The image shows a pattern of parallel furrows that suggest cultivated fields, typical of agricultural areas. To the right, there appears to be a structure resembling a corral, likely used for livestock. The circular feature could be a small reservoir or water storage area. The combination of structured fields and livestock areas indicates mixed land use for both agriculture and animal husbandry."
603,6115,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows an area with defined rectangular enclosures, indicative of corral structures. The surrounding terrain suggests grazing areas with possible paths leading to and from the corral. Some straight walls are visible, likely marking the borders of the corrals."
604,10825,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image appears to show linear patterns consistent with furrows, suggesting agricultural activity. There are faint indications of structured areas that may suggest domestic buildings, but clarity is low, leading to uncertainty in this feature classification."
605,22652,Unfortified settlement(3 - Medium Confidence) -- Isolated structure(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image displays a series of faint, curving contours likely indicative of unfaced earthen terracing. In the middle section, small enclosures resembling corrals can be discerned, suggesting possible livestock management areas. The presence of linear features could correspond to paths or minor canals."
606,24571,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Plaza/patio -- Patio,"The image displays a distinct linear feature consistent with a canal structure, likely of second order. The surrounding area appears cultivated, with potential for ceremonial architecture evident in faint outlines, but details are unclear due to image resolution."
607,24507,Agropastoral Infrastructure(4 - High Confidence) -- Segmented terracing(4 - High Confidence),NULL -- NULL,"The image shows a series of segmented terraces on a sloped area, indicative of agricultural practices. The terraces appear to be well-defined with clear demarcations. Some structures are visible, suggesting possible domestic architecture, but details are not distinct. Terraces suggest historical or traditional farming methods."
608,12859,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,The image shows a series of parallel lines that appear to be furrows indicating agricultural activity. There is a distinct pattern suggesting organized crop cultivation. No significant architectural features like corrals or residential structures are visible in the image.
609,16944,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows scattered, low-contrast structures that may indicate a settlement area with dispersed residential units. The presence of irregularly shaped patterns suggests domestic architecture. There are also slight traces of possible pathways or divisions between structures."
610,25140,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a clear demarcation of sloping terrain, which appears to be cultivated fields. The faint outline of a rectangular structure suggests possible domestic architecture. The terrain seems to be utilized for agricultural purposes, with visible contouring that may aid in water management."
611,9441,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows a rectangular corral structure with visible boundaries and some internal divisions. The surrounding area appears to be relatively flat, suggesting use for grazing or livestock management. The corral is situated near what seems to be a slight ridge, which could provide natural shelter for animals."
612,27994,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows an isolated rectangular structure, likely used for livestock. The walls are faint but traceable, indicating a man-made boundary possibly related to domestic activities. The structure is located on relatively flat terrain with some slope visibility at the edges, suggesting it may be a standalone ranch or farmstead."
613,6443,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,The image shows a sloped terrain with contour lines possibly indicating terraced agriculture. The presence of a channel-like feature at the top suggests possible irrigation structures. The image lacks clear features of corrals or domestic architecture.
614,20575,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image displays circular and semi-circular formations indicative of corral structures, possibly used for livestock. The terrain shows slight elevation changes and a path or road is visible at the bottom of the image, suggesting accessibility. Presence of shadows might indicate the height of some of the walls in the corral segment."
615,6457,Patio;locus_type_name: Unfortified settlement(4 - High Confidence) -- Settlement (general)(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image displays circular enclosures which are likely used for containing livestock, indicative of a corral structure. The presence of distinct pathways leading to the enclosures suggests regular use and accessibility."
616,7719,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows faint linear features consistent with earthen terracing. The arrangement suggests terraced fields, but the visibility is low due to erosion or vegetation cover. There are no distinct architectural features visible, but possible domestic structures might be obscured by natural elements."
617,20020,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The structures resemble corral complexes with irregular shapes, potentially used for livestock. There are visible boundaries suggesting organized areas for housing or shelter within the corrals. The distribution and layout hint at a domestic use alongside the animal enclosures."
618,9165,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a clear winding path resembling a canal structure, likely designed to manage water flow in the area. The surrounding terrain appears to be natural with minimal vegetation, indicating an area possibly used for water conveyance rather than settlement or agriculture."
619,10967,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a clustered arrangement of circular and possibly rectangular enclosures indicative of corrals. The surrounding area appears to show signs of natural terrain with minimal evidence of clear domestic structures or complex architecture. The lack of straight, defined walls suggests a focus on livestock rather than human habitation. The visible features align with other corrals observed in similar images."
620,20356,Residential structure;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),Domestic architecture -- Residential structure;locus_type_name: Agropastoral Infrastructure,"The image shows a dispersed set of small structures potentially indicating isolated residential units. A path is visible which suggests some level of connectivity or access. Vegetation patterns are sparse, which may point to limited agricultural activities."
621,5816,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a series of oval and circular enclosures that appear to be corrals, possibly used for livestock. The structures are evenly distributed along the slope, with some visible pathways connecting them."
622,29379,Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a faint rectangular outline which suggests an isolated structure. The surroundings appear to be relatively featureless terrain, supporting the assumption of a single unit. The clear lines suggest possible domestic use, but additional context is limited."
623,25138,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a series of rectangular structures with clear, linear boundaries. These are likely isolated buildings or house-like structures, possibly used for shelter or storage. The arrangement and separation of units suggest domestic use. No signs of agricultural or larger communal use are immediately visible."
624,7528,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image exhibits irregular stone formations resembling animal enclosures. These formations indicate the presence of a corral used for grazing, with identifiable boundary lines suggesting confinement areas for livestock."
625,22240,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows the faint outline of a single structure that appears isolated in nature. The lines are not prominent, suggesting wear or partial coverage. The structure is likely a dwelling given the outline, but certainty remains moderate due to image clarity and detail."
626,7417,Corral;locus_type_name: Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,The image shows a series of linear patterns typical of furrowed crop fields. No significant architectural or structural features are discernible in this view.
627,5925,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a rounded structure with possible wall outlines, indicating a corral-like formation. There are scattered smaller structures around, suggesting domestic architecture. The clarity of the lines suggests it might be a well-preserved site."
628,8125,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a circular structure that resembles a corral, likely used for containing livestock. The surrounding area appears natural and undeveloped, with no additional visible construction, suggesting an isolated structure. The corral's condition and positioning indicate historical use."
629,14796,5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image displays terraced features suggesting potential agricultural activities on sloping areas. There are faint linear patterns that could indicate the presence of domestic structures or small settlements. The terrain appears to be adapted for effective land use, possibly for farming or habitation."
630,15210,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows variations in the terrain that suggest the presence of unfaced earthen contour terraces. The contours are subtle, indicating possible agricultural terracing designed to follow the natural slope of the land. Scattered structures visible in the terrain may relate to domestic architecture, reflecting past settlement or use of the area for habitation. The clarity of individual features is medium, which slightly lowers confidence."
631,5213,3 - Medium Confidence;locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence) -- Segmented terracing(3 - Medium Confidence),Domestic architecture -- Residential structure;locus_type_name: Agropastoral Infrastructure,"The image displays a circular pattern that is indicative of a corral structure. The surrounding terrain shows signs of vegetation, possibly used for grazing. The corral appears to have distinct boundaries, suggesting animal containment areas. The curvature and layout are typical of a corral complex."
632,28190,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows two rectangular enclosures resembling corrals, which suggests possible livestock management areas. The surrounding terrain is uneven, with the potential for domestic architecture adjacent to the visible structures. The alignment and shape of the enclosures indicate thoughtful design, potentially for livestock organization or security."
633,29316,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows several circular and semi-circular formations consistent with corrals. These structures are likely used for managing livestock, suggesting the presence of pastoral activities. The visible boundaries and regular shapes imply human-made features oriented towards animal management."
634,5875,Corral;locus_type_name: Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),NA -- NA,"The image shows circular and rectangular formations consistent with corral structures. The surrounding area appears to be used for grazing or livestock-related activities. The distinct barriers suggest multiple corral units, potentially used for organizing or separating livestock."
635,7649,Unfortified settlement(4 - High Confidence) -- Isolated structure(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a prominent linear feature likely indicative of a canal running through the area. Surrounding the canal, there appear to be small, unclear structures possibly used for domestic purposes, indicating human activity. The visibility of the structures is somewhat obscured, making their exact nature difficult to determine."
636,11055,1 - Very Low Confidence;locus_type_name: Unfortified settlement(3 - Medium Confidence) -- Isolated structure(3 - Medium Confidence),Domestic architecture -- Other domestic structure,"The image shows sloping fields with signs of contour plowing visible along the terrain. There are also some structures that suggest domestic architecture, possibly small residential units. The vegetation is scattered and primarily follows the contours of the slopes, indicating potential areas of agricultural activity."
637,7361,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NA -- NA,"The image shows a network of channels which suggests the presence of a canal, possibly indicating water management infrastructure typical of a second order canal system. The surrounding area appears to have some structural elements that resemble domestic architecture. The canal is likely part of a larger irrigation or drainage system used for agricultural purposes. Visibility of linear structures and possible residential units contribute to mixed use of land. Further analysis is needed to confirm detailed functionality and residential usage."
638,7029,4 - High Confidence;locus_type_name: Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows distinct terracing across the landscape, likely indicating agricultural activity with well-preserved stone faces. The terraces appear aligned and structured, providing an efficient land-use strategy. There are few discernible structures to focus on, but there may be signs of public ceremonial architecture in the terraced areas. The high presence of terraces suggests historical agricultural practices in the area."
639,9576,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a pattern of segmented terraces with visible boundaries, likely used for agricultural purposes. Indications of domestic architecture are present, suggesting possible residential use in conjunction with farming."
640,27290,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows distinct circular shapes resembling corral structures. These are located near a pathway, suggesting possible access points or functional roads. The corral layout is fairly isolated, with limited additional structural features, typical of grazing or livestock management areas. Vegetation appears sparse, aligning with open areas often utilized for corralling purposes."
641,20943,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image displays a settlement with loosely grouped structures, likely consisting of domestic units. The presence of straight lines suggests possible man-made boundaries or walls, characteristic of residential architecture. The topography seems featureless, showing uniformity consistent with settled areas, but the resolution limits detailed analysis."
642,6441,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,The image shows a circular structure resembling a corral. There are faint linear features that could indicate boundary walls or enclosures typical of corral complexes.
643,6988,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a circular structure which is likely a corral, possibly indicating a grazing or livestock management area. The structures are distinct against the surrounding terrain with visible boundaries. There are no clear indications of residential or ceremonial architecture nearby."
644,25901,Agropastoral Infrastructure(2 - Low Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image displays a cluster of circular to oval-shaped outlines indicating corral structures. The clarity and repetition of the circular patterns suggest the presence of a corralling system used possibly for managing livestock. The surrounding area shows potential signs of land modification, likely for grazing or agricultural purposes."
645,7036,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image appears to depict an enclosed area characteristic of corrals with possible scattered segments of walls visible. The structures seem to align with the patterns observed in corral complexes where livestock might be managed or housed. Vegetation is sparse, suggesting potential grazing activity."
646,21335,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a structured enclosure that appears similar to a corral complex. The layout suggests multiple divisions within the main structure, which might indicate different sections for livestock or storage. The visibility of distinct boundary lines supports the identification as a corral."
647,28795,Unfortified settlement(3 - Medium Confidence) -- Estancia(2 - Low Confidence),Domestic architecture -- Residential structure,"The image shows a long, narrow feature suggestive of a canal traversing the terrain. The surrounding area appears undisturbed, typical of secondary water management structures. The terrain elevation and shadows suggest minimal architectural development. Potential ceremonial structures are either not evident or poorly resolved due to image quality."
648,5915,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image displays an area with distinct terracing patterns and signs of segmentation. There appear to be structures clustered, suggestive of domestic architecture. The presence of terraces implies historical agricultural practices, while scattered structural elements suggest past residential settlement."
649,29393,Unfortified settlement(4 - High Confidence) -- Estancia(3 - Medium Confidence),Corral -- NA,"The image displays a grouping of rectangular and circular enclosures, suggesting a corral complex. Visible straight walls indicate defined boundaries, which are typical of corrals. The arrangement and shape suggest areas for containing livestock. Additionally, some pathways or furrows traverse the enclosures, indicating access routes. There are multiple structures, suggesting a potential layering of use over time."
650,28102,Agropastoral Infrastructure(2 - Low Confidence) -- Corral(3 - Medium Confidence),Corral -- NULL,"The image shows a long, linear feature crossing through the terrain, likely a canal or path. Scattered small structures may indicate domestic activity, but clarity is limited due to image resolution."
651,10502,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows a complex of circular and irregularly shaped enclosures likely used for containing livestock. The pattern of the structures resembles other corral complexes, with visible divisions indicating different sections. Vegetation patterns suggest some areas are grazed more heavily. The presence of semi-defined paths hints at the movement of animals between enclosures."
652,27843,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a pattern of linear, parallel lines that appear to be agricultural furrows, consistent with traditional farming techniques. There might be subtle traces of domestic architecture, suggesting possible residential use alongside farming. The visibility of the furrows is clear, but the architectural features require a closer examination."
653,15490,4 - High Confidence;locus_type_name: Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows an extensive network of furrows suggesting agricultural practices. The dense pattern of the furrows indicates structured farming activities possibly related to crop cultivation. No distinct architectural features are prominently visible, leading to low confidence in identifying domestic architecture."
654,2598,Unfortified settlement(5 - Very High Confidence) -- Settlement (general)(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows several terraced sections across a slope, indicating agricultural activity. The segmented nature of the terraces is clearly visible. In addition, there are some irregularly shaped enclosures that resemble corrals, possibly for livestock management. The presence of both terracing and corral-like features suggests a mixed-use of the land for both cultivation and grazing."
655,24915,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image appears to show a series of sloped fields with faint linear features that might suggest boundaries or old cultivation markings. The visibility of these features is low, making definitive classification challenging. There could be remnants of domestic architecture embedded within the terrain, but they are not clearly differentiated from the surroundings."
656,22256,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,The image displays circular and possibly linear features consistent with a corral complex. Surrounding vegetation suggests potential grazing areas. The patterns and layout align with traditional corrals seen in similar regions.
657,24128,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows circular patterns consistent with corrals and a rectangular structure, possibly a residence, indicating domestic architecture in a grazing context. The corrals are located near a ridged area, similar to the example notes."
658,29332,Agropastoral Infrastructure(2 - Low Confidence) -- Corral(3 - Medium Confidence),Corral -- NULL,"The image shows distinct linear patterns that are indicative of furrowed crop fields, suggesting agricultural use. There are visible rectangular features that could represent domestic structures, but their clarity is somewhat obscured, leading to moderate confidence in their classification."
659,3932,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image displays a pattern consistent with terraced or sloping fields, suggesting agricultural use. The presence of scattered darker areas may indicate variations in vegetation or soil composition."
660,8214,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,The image shows a cluster of small rectangular structures suggesting a settlement. The layout resembles domestic architecture possibly associated with historic small residential units. The nearby path and surrounding terrain suggest historical or agricultural activity.
661,21119,Agropastoral Infrastructure(5 - Very High Confidence) -- Segmented terracing(5 - Very High Confidence),NULL -- NULL,
662,3965,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows distinct segmented terracing patterns, possibly used for agricultural purposes. Some faint outlines suggest the presence of domestic structures interspersed among the terraces. The layout indicates traditional land use techniques adapted to uneven terrain."
663,9114,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows several enclosed spaces, suggesting a complex of corrals. There are distinct straight lines and enclosures that are indicative of corral structures for animal husbandry. The terrain shows evidence of human modification with some visible divisions. Surrounding features include possible pathways or furrows leading towards the corrals."
664,18444,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows possible terracing patterns, with unclear dressing, indicative of agricultural modifications on slopes. Some undefined rectangular shapes suggest remnants of domestic architecture possibly used for storage or housing. The nuances of the terracing give an impression of stone reinforcement, but their condition is deteriorated, making accurate identification challenging."
665,6447,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,The image shows circular and semi-circular enclosures typical of a corral area. There are faint outlines suggesting possible animal containment zones. Surrounding land has visible furrows indicating possible agricultural activities.
666,1074,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image appears to show circular and rectangular enclosures consistent with corral structures. There is a central rectangular feature that could indicate domestic architecture within the corral area. Some erosion is visible, which might slightly obscure the features, but the overall outlines are discernible."
667,1834,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a series of contour lines indicative of sloping fields. There are some structures visible at the top, possibly related to domestic architecture, with unclear identification due to image resolution. The undulating terraces are visible but lack clear stone facings or distinctive terracing styles."
668,22251,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows an isolated structure with faint outlines that suggest the presence of a building footprint. The surrounding terrain appears to be relatively undisturbed, lacking significant vegetation or other structural features. The context suggests it could be a solitary residential unit or similar construction."
669,9291,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows a series of sloping fields with ambiguous features that could represent remnants of domestic architecture or agricultural installations. The texture and gradient suggest terracing, but the details are unclear due to the grayscale image format."
670,5307,Unfortified settlement(4 - High Confidence) -- Settlement (general)(4 - High Confidence),Plaza/patio -- Patio,"The image appears to show sections of segmented terracing with possible indications of domestic structures within the terraced areas. The terracing suggests deliberate land modification, and there might be signs of habitation or agriculture. The boundaries are not entirely clear, hence a medium level of confidence in the feature classification."
671,24579,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image displays undulating terrain which appears to be sloping fields. There is no distinct architecture visible, but potential faint outlines suggestive of a plaza patio or gathering area. Vegetation patterns add complexity to the terrain. Details are vague, contributing to lower confidence in feature classification."
672,20798,5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),Domestic architecture -- Residential structure;locus_type_name: Agropastoral Infrastructure,"The image shows a distinct circular or oval enclosed area, indicative of a corral structure. The surrounding terrain appears undisturbed and lacks significant architectural features, suggesting limited human activity beyond livestock enclosures. The clarity of the enclosing wall structure supports the classification."
673,4625,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a circular enclosure resembling a corral with traces of surrounding land modifications. There are potential signs of habitation nearby, suggested by patterns that could indicate domestic structures. The lack of detailed architectural features reduces confidence in feature classification."
674,14866,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a small, circular structure that is likely isolated on the landscape. The surrounding terrain appears undisturbed, suggesting it may be an independent corral or similar feature. Visibility of the structure is relatively clear, but there are no apparent additional structures nearby indicating a settlement."
675,16906,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,<notable_description>
676,7412,Unfortified settlement(4 - High Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a series of terraced fields on a slope. The contours of the fields suggest agricultural activity with distinct boundaries between each section. Some areas appear more structured, indicating possible segmented terracing. The presence of natural vegetation and lack of visible structures reduces confidence in identifying additional features."
677,10956,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a cluster of structures that could indicate a corral complex, with distinct boundaries possibly indicating multiple units. The presence of walls suggests some form of domestic architecture as part of the settlement. Variations in structure size and shape hint at a mix of uses within the complex."
678,24992,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows patterns indicative of natural topography modified by human activity, such as contour terracing typically used for agriculture. There are visible lines following the contour of the land suggesting terracing. No distinct architectural features like plazas or corrals are visible."
679,13251,Unfortified settlement(4 - High Confidence) -- Settlement (general)(4 - High Confidence),Corral -- NA,"The image shows a complex of circular and possibly segmented structures, indicative of a corral configuration. The arrangement of the features suggests an enclosure likely used for livestock management, with some sections potentially reconstructed or expanded over time. The visibility of structured elements is clear, but there are some areas where erosion may obscure finer details."
680,10481,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows a distinct cluster of structures that form a complex, possibly used for containing livestock. The areas appear segmented, possibly indicating multiple corral areas arranged in a pattern typical of a corral complex."
